tweet_id,tweet_text,corrected_label,informative_content
592658099313467394',RT @Guapetonah: Morning! Love to have you with us at #PureWander today as we talk travel and giving back! 4PM EST - dedicated to efforts in…,not_related_or_irrelevant,RT @Guapetonah: Morning! Love to have you with us at #PureWander today as we talk travel and giving back! 4PM EST - dedicated to efforts in…
593767745650569216',RT @jouljet: Views Of The Himalayas http://t.co/UfSJT5X3vD #Nepal #travel #ttot,other_useful_information,Views Of The Himalayas
593029513052827648',RT @ChesterChron: Firefighters from #Chester &amp; #Winsford fly to Nepal to help with earthquake rescue mission http://t.co/EqQV7xOBZ0 http://…,rescue_volunteering_and_donation_effort,Firefighters from #Chester &amp; #Winsford fly to Nepal to help with earthquake rescue mission
593178277503696896',RT @UNrefugees: We urgently need your support to provide emergency relief to the thousands of people affected by the Nepal... http://t.co/U…,rescue_volunteering_and_donation_effort,We urgently need your support to provide emergency relief to the thousands of people affected
592275922008580096',"RT @CBCNews: Earthquake aftershock hits Nepal and India, magnitude 6.7 http://t.co/CRsVPWJvnH http://t.co/wf9UWUuJj2",other_useful_information,"Earthquake aftershock hits Nepal and India, magnitude 6.7"
592304522753540096',RT @cctvnews: Streets in #Nepal ’s capital Kathmandu severely damaged by strong M8.1 #earthquake : CENC http://t.co/OMnDBFKqzA,infrastructure_and_utilities_damage,Streets in #Nepal ’s capital Kathmandu severely damaged 
592337085543092226',RT @Slate: A 7.8-magnitude earthquake has struck Nepal killing at least 906 people: http://t.co/XmnOpTodUY #NepalEarthquake http://t.co/h0s…,injured_or_dead_people,killing at least 906 people
592667971442647040',RT @HuffPostUKPics: Devastating aftermath of #NepalEarthquake laid bare in before and after sliders http://t.co/oUOcrL9wYi http://t.co/16mC…,other_useful_information,Devastating aftermath of #NepalEarthquake
592137869482799104',RT @ABCNews24: #NepalEarthquake update: The Indian Army says 18 bodies have been found on #MountEverest after an #avalanche buried part of …,injured_or_dead_people,18 bodies have been found
593460595644469248',RT @AnthoniaOrji: God have mercy! “@IndiaToday: #NepalEarthquake: 4-month-old baby rescued from rubble http://t.co/ZDRbRJbiGq http://t.co/j…,rescue_volunteering_and_donation_effort,4-month-old baby rescued
592291943557660672',Plane carrying 225 stranded Indians in Nepal reaches New Delhi - http://t.co/k8cItQa1JG,affected_people_and_evacuations,Plane carrying 225 stranded Indians in Nepal reaches New Delhi
592284109357088769',Nepal earthquake damage the result of \nstrong shaking over a wide area. \nhttp://t.co/n0wMnztczz http://t.co/fYWhhI8ZBa,infrastructure_and_utilities_damage,Nepal earthquake damage
592267523967483904',RT @RashtrapatiBhvn: India committed to assist Govt. of Nepal in every way possible in dealing with situation #PresidentMukherjee,rescue_volunteering_and_donation_effort,India committed to assist Govt. of Nepal
592141642615922688',RT @angiperera: May the lord bless everybdy in Nepal to go through this rough period.. hope every nation comes wit aid!!! God bless every s…,not_related_or_irrelevant,RT @angiperera: May the lord bless everybdy in Nepal to go through this rough period.. hope every nation comes wit aid!!! God bless every s…
592078143948619776',"Pray for Nepal. Over 1000 reported dead after big earthquake. Praying for international students here, far from family.",injured_or_dead_people,Over 1000 reported dead
592274628543848450',"RT @GreaterKashmir_: 25 Kashmiris traced, 3 still missing in Nepal: Police\nhttp://t.co/U3mwqgKPNW",affected_people_and_evacuations,"25 Kashmiris traced, 3 still missing"
591909231797739520',"(#LosDelSonido) 81 Dead as 7.9 Quake Hits Nepal, Causing Big Damage: Many injuries have been reported.  (#IvanBerroa)",injured_or_dead_people,81 Dead
592275034351267840',RT @HaraldDoornbos: Wat een drama zeg. RT @cctvnews Kathmandu’s Patan Durbar Square before &amp;after #Nepal earth quake. http://t.co/AuYpW3mwXp,other_useful_information,Kathmandu’s Patan Durbar Square before &amp;after #Nepal earth quake
592252456161054721',"flight from Delhi to Kathmandu just returned back to Delhi midair as aftershock closed KTM airport once again, as per @zhonggg",infrastructure_and_utilities_damage,flight from Delhi to Kathmandu just returned back to Delhi midair
592249638553391104',RAW: UNESCO-listed Dharahara Tower collapses in Kathmandu after Nepal quake https://t.co/6Ru4o3Vtjt via @YouTube,infrastructure_and_utilities_damage,UNESCO-listed Dharahara Tower collapses
593352232440999937',RT @humanityfirstuk: HF #medical team of 12 from UK arriving in Delhi this morning. Team from USA on standby. #NepalQuake,rescue_volunteering_and_donation_effort,HF #medical team of 12 from UK arriving in Delhi
593181947129561088',RT @charitywater: People in Nepal need our help. Donate at http://t.co/4gEX4hY2dD and 100% will fund earthquake relief and recovery. http:/…,not_related_or_irrelevant,RT @charitywater: People in Nepal need our help. Donate at http://t.co/4gEX4hY2dD and 100% will fund earthquake relief and recovery. http:/…
593340639967772672',"RT @Nepal_PM_Fund: For info on relief shelter in SANKHA PARK RINGROAD in ktm, contact Vishwaprakash Pandit on 9851031149 #NepalQuakeRelief …",not_related_or_irrelevant,"RT @Nepal_PM_Fund: For info on relief shelter in SANKHA PARK RINGROAD in ktm, contact Vishwaprakash Pandit on 9851031149 #NepalQuakeRelief …"
592281625741758464',"An injured man plays with his daughter - Nepal hit by powerful 7.9 magnitude earthquake, tremors felt across India... http://t.co/fRD3KPsr6X",other_useful_information,"Nepal hit by powerful 7.9 magnitude earthquake, tremors felt across India"
592344551316070400',RT @SuwalPratistha: 1 RT WILL MEAN ALOT PLEASE DON'T IGNORE ? ὤF #NEPAL http://t.co/jyBET8psgO,not_related_or_irrelevant,RT @SuwalPratistha: 1 RT WILL MEAN ALOT PLEASE DON'T IGNORE ? ὤF #NEPAL http://t.co/jyBET8psgO
592344960873144320',"RT @linkinpark: 7.8 quake has devastated Nepal. Join us in supporting @MusicforRelief providing immediate medical care, food, &amp; water. Text…",rescue_volunteering_and_donation_effort,"Join us in supporting @MusicforRelief providing immediate medical care, food, &amp; water"
591924546023739392',RT @AFP: #BREAKING At least 114 killed in Nepal earthquake: home ministry,injured_or_dead_people,At least 114 killed
592280004513439744',"RT @9NewsAUS: UPDATE: Reports of fresh avalanches on Mount Everest, triggered by powerful 6.7 aftershock that rattled Nepal. #NepalQuake #9…",other_useful_information,"UPDATE: Reports of fresh avalanches on Mount Everest, triggered by powerful 6.7 aftershock"
592335488733749249',We Youth of Biratnagar are standby for any need #QuakeNepal @YouthForBlood http://t.co/kJuF7ObgcR,not_related_or_irrelevant,We Youth of Biratnagar are standby for any need #QuakeNepal @YouthForBlood http://t.co/kJuF7ObgcR
593829889897140224',RT @AFPphoto: Rescuers from Japan are seen in the historical centre of Kathmandu. By @AFP's @philippe_lopez. #NepalEarthquake http://t.co/Q…,rescue_volunteering_and_donation_effort,Rescuers from Japan are seen in the historical centre
592956616640630784',RT @aidselva: AID India at Chennai will run temporary collection centre for @goonj for #NepalQuakeRelief details http://t.co/kKXe6zvVIS,rescue_volunteering_and_donation_effort,AID India at Chennai will run temporary collection centre 
592252427849478144',RT @thetribunechd: #NepalEarthquake Earthquake: An 11-year-old girl dies after a roof-collapse in Nadbai (Rajasthan),injured_or_dead_people,An 11-year-old girl dies
592370485469450240',"RT @kashishds: Dharahara tower is busy destination for families on weekends. Today, it collapsed trapping many. Rescue ops ongoing. http://…",affected_people_and_evacuations,trapping many
592280241965551616',Britons among missing after Nepal Earthquake kills hundreds http://t.co/iPwVmn45Ry http://t.co/FozC4HtOyK,affected_people_and_evacuations,Britons among missing 
592622034712145920',#prayfornepal.. We are lighting candles tonight.. please take a little time off from your daily… https://t.co/HIHTJzdLSK,not_related_or_irrelevant,#prayfornepal.. We are lighting candles tonight.. please take a little time off from your daily… https://t.co/HIHTJzdLSK
592302663825502208',http://t.co/q2zH50O4Of #NepalEarthquake Langtang village destroyed. villages washed away. Trishuli River obstructed.some roads destroyed,infrastructure_and_utilities_damage,Langtang village destroyed. villages washed away. Trishuli River obstructed.some roads destroyed
593814851601838080',"VIDEO: 'I survived by eating butter': A 15-year-old boy rescued from the rubble of Nepal's earthquake, says he... http://t.co/pKTgg8kiWc",rescue_volunteering_and_donation_effort,A 15-year-old boy rescued
592258335253999616',Powerful Earthquake Kills Hundreds In Nepal http://t.co/BayjIW7eFY,injured_or_dead_people,Kills Hundreds 
592293396615602176',"Maldivian Students stuck in Nepal, need evacuation ASAP! https://t.co/xH2dkuGnCZ",affected_people_and_evacuations,Maldivian Students stuck
592377380301381635',RT @ChangeTip: Send small donations to support #nepal disaster recovery. Tell a friend to match your donation of $1-$5 today http://t.co/gB…,rescue_volunteering_and_donation_effort,Send small donations to support #nepal disaster recovery
592672744908693504',"The death toll from the 7.8-magnitude earthquake &amp; aftershocks rose above 3,700, according to a Nepal police official.http://t.co/Bx3whMdGna",injured_or_dead_people,"The death toll from the 7.8-magnitude earthquake &amp; aftershocks rose above 3,700,"
593183152316747776',Dear Photographers: Please Don’t Get On A Plane To Nepal http://t.co/ZSZVTr9HFD #photography #arts,not_related_or_irrelevant,Dear Photographers: Please Don’t Get On A Plane To Nepal http://t.co/ZSZVTr9HFD #photography #arts
593799966344241153',RT @phumzileunwomen: Nepal Fatalities are growing. Death toll  staggering help is needed ask your government to contact the UN in your coun…,injured_or_dead_people,Nepal Fatalities are growing[SEP]Death toll  staggering
592284450186272768',Major aftershock hits #Nepal as rescuers dig for quake survivors http://t.co/5EYcgrde5K http://t.co/ImuQoxwt5u,other_useful_information,Major aftershock hits #Nepal 
592343331067138049',"Death Toll From Nepal Quake Jumps Over 2,100: The earthquake struck near Kathmandu, Nepal's capital. http://t.co/A400xYRhVZ",injured_or_dead_people,"Death Toll From Nepal Quake Jumps Over 2,100"
592699153202991106',RT @UN: Looking to help #NepalQuake victims? @WFP is already working there and can use your support. https://t.co/RyEOnkLzhH,not_related_or_irrelevant,RT @UN: Looking to help #NepalQuake victims? @WFP is already working there and can use your support. https://t.co/RyEOnkLzhH
591939802343284736',RT @htTweets: 34 people killed in India after Nepal earthquake: Union home secretary,injured_or_dead_people,34 people killed
593304441652056064',"RT @nrarmour: More kudos to 2010 Olympic champ @Yunaaaa, who gave $100K US to Nepal relief efforts. Given lots of money over years http://t…",rescue_volunteering_and_donation_effort,gave $100K US to Nepal relief efforts
593358584416759808',RT @UNCERF: $15M allocation fm @UNCERF means that critical life-saving work can be scaled up immediately @ValerieAmos #NepalQuake http://t.…,not_related_or_irrelevant,RT @UNCERF: $15M allocation fm @UNCERF means that critical life-saving work can be scaled up immediately @ValerieAmos #NepalQuake http://t.…
592986411826946048',RT @raggedtag: If you have a problem with India helping Nepal for whatever reasons - you are a douche. No actually  the douche is still use…,not_related_or_irrelevant,RT @raggedtag: If you have a problem with India helping Nepal for whatever reasons - you are a douche. No actually  the douche is still use…
592883332825886721',RT @cnnireport: Missing: Raisaa Tashnova talked to mom on day of Nepal quake. Hasn't been heard from since http://t.co/ssgjUJDdEF http://t.…,affected_people_and_evacuations,Missing: Raisaa Tashnova talked to mom on day of Nepal quake. Hasn't been heard from since
592166660632510465',They were enroute to #kathmandu from #raxaul by a bus. 12 people were travelling in a bus. they started at around 10am in the morning.,not_related_or_irrelevant,They were enroute to #kathmandu from #raxaul by a bus. 12 people were travelling in a bus. they started at around 10am in the morning.
593455564312612865',RT @USCCB: .@ArchbishopKurtz calls 2nd collection to support @CatholicRelief response to #NepalEarthquake http://t.co/FHxYUNidxc http://t.c…,not_related_or_irrelevant,RT @USCCB: .@ArchbishopKurtz calls 2nd collection to support @CatholicRelief response to #NepalEarthquake http://t.co/FHxYUNidxc http://t.c…
592281464382730241',RT @NewsX: #NepalEarthquake: 285 more #Indians evacuated from #Nepal. Aircraft to land in Delhi at 4:45 PM. Multiple evacuation flights con…,affected_people_and_evacuations,285 more #Indians evacuated
593305609891512322',RT @WorldVisionAus: UN says the #NepalEarthquake has affected 8mill people. @TimCostello is in #Kathmandu: http://t.co/Ah4yojyx5L (via @new…,affected_people_and_evacuations,affected 8mill people
593796616420782080',"#Nepal Earthquake :Before the great earthquake struck,Hinduism devotees killed 250,000 cows… http://t.co/zwX90C2sCg",not_related_or_irrelevant,"#Nepal Earthquake :Before the great earthquake struck,Hinduism devotees killed 250,000 cows… http://t.co/zwX90C2sCg"
592376053286375424',"Buddhists have a prayer for these dark times. I am not one for prayer, but today I am praying for #Nepal. ὤF http://t.co/l9LgLGLyOY",not_related_or_irrelevant,"Buddhists have a prayer for these dark times. I am not one for prayer, but today I am praying for #Nepal. ὤF http://t.co/l9LgLGLyOY"
591949250793058304',Bollywood Celebs Pray for Safety Post Nepal Earthquake: A strong earthquake measuring 7.9 on the Richter scale rocked Nepal at 11.41 am,not_related_or_irrelevant,Bollywood Celebs Pray for Safety Post Nepal Earthquake
592260300411404288',The Diocese of Lancaster : Pope prays for victims of massive earthquake in Nepal http://t.co/W7qWbOQOiF,not_related_or_irrelevant,The Diocese of Lancaster : Pope prays for victims of massive earthquake in Nepal http://t.co/W7qWbOQOiF
592342768711704576',RT @shahid_siddiqui: Appreciate d initiative taken by @narendramodi to help Nepal  This is what makes a nation great. Our moral authority g…,not_related_or_irrelevant,RT @shahid_siddiqui: Appreciate d initiative taken by @narendramodi to help Nepal  This is what makes a nation great. Our moral authority g…
593009312215146496',Nepal's villages devastated by quake http://t.co/Y16pNSjDbF #Philadelphia #News,infrastructure_and_utilities_damage,Nepal's villages devastated
593072980948824065',RT @AyaanChawla: Pray for all the people who have been affected by the massive #NepalEarthquake #SupportNepal - http://t.co/6Tjs0PxDen http…,not_related_or_irrelevant,Pray for all the people who have been affected
592274729190313984',"RT @antonnewcombe: &gt;&gt;&gt; and today is a great time to enter as more than 2,000 have died in Nepal and many,many people are displaced.aftersho…",injured_or_dead_people,"more than 2,000 have died"
592289574417735681',Kathmandu Durbar Square. Part of this UNESCO World Heritage site was severely damaged by recent… https://t.co/cNy3chmrva,infrastructure_and_utilities_damage,Kathmandu Durbar Square. Part of this UNESCO World Heritage site was severely damaged
593326028266831873',RT @JanetHarmer: Some of the beautiful children I met in Nepal. Praying for their safety @Springboard_UK http://t.co/tZEFAtmvKs,not_related_or_irrelevant,Praying for their safety
592281408015503362',Shocking footage from #nepal #nepalearthquake. Prayers are with you @mdarvas http://t.co/o7OuYosxVH,other_useful_information,Shocking footage from #nepal #nepalearthquake
592270416653127680',Powerful Aftershock Jars Katmandu; Nepal Quake Toll Rises: A magnitude 6.7 aftershock rumbled Katmandu and sent… http://t.co/DAeD1NvkzA,injured_or_dead_people,Toll Rises
592981465165500417',Food Processing Minister Appeals to Processed Food Industry to Donate packaged food for Nepal earthquake victims http://t.co/464chJ2dpf,rescue_volunteering_and_donation_effort,Food Processing Minister Appeals to Processed Food Industry to Donate packaged food for Nepal earthquake victims 
593829287108714498',RT @lauriejlee: Thanks @alstewitn @itvnews The @decappeal broadcast partners are essential for telling the stories of the need in disasters…,not_related_or_irrelevant,RT @lauriejlee: Thanks @alstewitn @itvnews The @decappeal broadcast partners are essential for telling the stories of the need in disasters…
592333096718094337',"RT @SueDHellmann: Terribly sad news. @AP: BREAKING: Nepal police say at least 1,130 dead in massive earthquake centered outside of Kathmand…",injured_or_dead_people,"at least 1,130 dead"
592740456431284224',"RT @WSJ: Watch aerial footage from the Gorkha district, the epicenter of the Nepal earthquake: http://t.co/tUo9f6LpPx",other_useful_information,"aerial footage from the Gorkha district, the epicenter of the Nepal earthquake"
592139682789588992',RT @MailOnline: Obliterated Everest basecamp where at least 10 people were buried alive by avalanche after Nepal earthquake http://t.co/WXc…,injured_or_dead_people,at least 10 people were buried alive
592285494593085440',Watch: Massive tragedy at Everest base camp #NepalEarthquake http://t.co/uE4s3VtDZX,other_useful_information,Massive tragedy at Everest base camp #NepalEarthquake
592203704301846529',RT @AnupamkPandey: From #Varanasi ; 236 Nepali Swayamsevaks reached to Nepal to help Injured #NepalEarthquake #RSS,rescue_volunteering_and_donation_effort,236 Nepali Swayamsevaks reached to Nepal to help Injured
592336557001965568',RT @ggiittiikkaa: Modi sarkar asks CMs of Bihar &amp; UP to allow buses &amp; ambulances move to Nepal for rescuing the injured in Nepal,rescue_volunteering_and_donation_effort,UP to allow buses &amp; ambulances move to Nepal for rescuing the injured in Nepal
592344944024616960',"RT @cnnbrk: At least 2,263 people have died in Nepal from massive #NepalEarthquake and aftershocks, official says. http://t.co/hCyjO7YyS7",injured_or_dead_people,"At least 2,263 people have died"
593555102574620672',Scripps is gearing up to send highly trained medical response team to Nepal http://t.co/NHgCekuESh http://t.co/yjoftpYKVO,rescue_volunteering_and_donation_effort,Scripps is gearing up to send highly trained medical response team to Nepal
592700023827226625',"RT @BBCBreaking: The Queen is shocked by ""appalling loss of life"" in #NepalEarthquake &amp; sends prayers to victims - Buckingham Palace http:/…",not_related_or_irrelevant,"RT @BBCBreaking: The Queen is shocked by ""appalling loss of life"" in #NepalEarthquake &amp; sends prayers to victims - Buckingham Palace http:/…"
591924882964754432',"RT @TheHindu: The #NepalEarthquake has triggered aftershocks Kolkata, North India and landslides in Sikkim http://t.co/nT4AhD0JIk http://t.…",infrastructure_and_utilities_damage,"triggered aftershocks Kolkata, North India and landslides in Sikkim"
593525948282052609',RT @johnspatricc: → http://t.co/NkDNJsYXl4 #KathmanduEarthquake Kathmandu Earthquake Injured Irish climber flown to Kathmandu after ea… htt…,affected_people_and_evacuations,Injured Irish climber flown to Kathmandu
592287971245576193',"#NepalEarthquake Just Now : 6 persons have  been evacuated by 1 MI17 V5 of IAF from Dhuncha helipad, 50 km North of Kathmandu...",affected_people_and_evacuations,6 persons have  been evacuated
592283011376373760',Over 100 Gujarati tourists feared stranded in quake-hit Nepal by via The Economic Times http://t.co/Sv4kTHEIi9,affected_people_and_evacuations,Over 100 Gujarati tourists feared stranded
592283857149267968',RT @MariaHussain5: Nearly 7 million people affected by earthquake in Nepal and India: @UN,affected_people_and_evacuations,Nearly 7 million people affected
592900556856958979',"The Latest on Nepal Quake: Death toll 4,438 in 3 countries: 9.00 a.m. (0315 GMT) http://t.co/ZABV0CGb8I #BreakingNews",injured_or_dead_people,"Death toll 4,438 in 3 countries"
592261195131793408',RT @mterrycooke: #NepalQuake Tragedy.  A hint of magnitude shown by before-and-after of historic Dharahara Tower. http://t.co/x8XDxCL6k4,other_useful_information,before-and-after of historic Dharahara Tower
592252674365460480',"RT @Ashishkhalifa: Darbar Square,the pride of Nepal and a UNESCO World Heritage Site has suffered massive damage in today Quake,#Nepal http…",infrastructure_and_utilities_damage,"Darbar Square,the pride of Nepal and a UNESCO World Heritage Site has suffered massive damage"
592277415512051712',FNQ: Massive aftershock hits Nepal http://t.co/EC4rXxnniA #qld,other_useful_information,Massive aftershock hits Nepal
592275591203655682',"#asianewsnetwork NEPAL QUAKE: 6.6 million people affected, says UN: The UN office in Kathmandu said some 6 http://t.co/Blq61rq8py",affected_people_and_evacuations,6.6 million people affected
592267681761464322',RT @sumitbeatles: Most RCC building safe but repeated tremors might weaken \nOld heritage sites shattered \nRelief pouring but shocked \n#nepa…,infrastructure_and_utilities_damage,Most RCC building safe[SEP]Old heritage sites shattered
592283611065266176',"Strong aftershock hits Nepal and India, day after quake kills 2,100 http://t.co/ouxmy8Gm7r",other_useful_information,Strong aftershock hits Nepal and India
592806853987463170',RT @johnspatricc: » http://t.co/2bOut6UStL Nepal Earthquake Death Toll Tops 3700 #Nepalearthquake 405 http://t.co/oODcrhhuQs,injured_or_dead_people,Death Toll Tops 3700
593155728128516097',Canadian phone companies waive fees for calls to Nepal - The Globe and Mail http://t.co/y0fpu1EGIs,rescue_volunteering_and_donation_effort,Canadian phone companies waive fees for calls to Nepal
592332055477751808',"RT @AnantBhan: Colleagues in Nepal: acute need for orthopaedic surgeons and cardiothoracic surgeons, trauma specialists #NepalQuakeRelief @…",rescue_volunteering_and_donation_effort,"acute need for orthopaedic surgeons and cardiothoracic surgeons, trauma specialists"
592962516038193152',"Its raining .... God, show some kindness !!! #NepalQuake",not_related_or_irrelevant,"God, show some kindness !!!"
591936980096659456',"#money #news #top #b Magnitude-7.9 quake hits Nepal, causing big damage, injuries  Get $$ http://t.co/JfuQkytCx8",infrastructure_and_utilities_damage,causing big damage
592272031439171584',RT @PreetyInsan: Earthquake in Nepal ..sooo sad news..Guru g  @Gurmeetramrahim helps the earthquake victims .#MSGHelpEarthquakeVictims http…,not_related_or_irrelevant,RT @PreetyInsan: Earthquake in Nepal ..sooo sad news..Guru g  @Gurmeetramrahim helps the earthquake victims .#MSGHelpEarthquakeVictims http…
592344855935758338',RT @ShivAroor: ὄDἿDὄDἿD Reports of RSS teams heading by road to Nepal to join rescue &amp; relief. Teams reportedly reaching later tonight &amp; tomorr…,rescue_volunteering_and_donation_effort,RSS teams heading by road to Nepal to join rescue &amp; relief
592254108674850816',RT @kundadixit: #Kathmandu airport now fully open after relief flights depart. Air China (Chengdu) and China Southern (Guangzhou) landing i…,infrastructure_and_utilities_damage,#Kathmandu airport now fully open
597780713774022656',RT @BlindDaley: 3 million children are in danger after #NepalEarthquake. Join us in helping @Unicef_UK keep them safe. Donate here: http://…,affected_people_and_evacuations,3 million children are in danger
592326613578067969',"RT @WSJ: Powerful quake near Nepal capital causes widespread damage, avalanche near Everest base camp http://t.co/YkBNNxGvDR http://t.co/9e…",infrastructure_and_utilities_damage,"causes widespread damage, avalanche"
593115585829085184',RT @channelislam: Breathtaking pictures of #NepalEarthquake devastation courtesy @Alimdaad http://t.co/R0A1pQDYlJ,other_useful_information,Breathtaking pictures of #NepalEarthquake devastation courtesy
592269952242978816',"RT @IsraelHatzolah: Two EL AL 747-400 Jumbo Jets with rescuers will be heading to Nepal at 5:00pm Sunday, following the earthquake that kil…",rescue_volunteering_and_donation_effort,Two EL AL 747-400 Jumbo Jets with rescuers will be heading to Nepal 
592896910962401281',"So Baltimore Riots and 4,000+ people died in Nepal today...",injured_or_dead_people,"4,000+ people died"
592275470231605248',RT @kathmandupost: The aftermath of deadly earthquake in Bhaktapur http://t.co/9bLR9WIRvW,other_useful_information,The aftermath of deadly earthquake 
592754754310246400',#earthquake Nepal: Nepal Earthquake 2015: Reported deaths in Nepal by district (as of 27 Apr... http://t.co/lbcGDfp5f9 #crisismanagement,injured_or_dead_people,Reported deaths
592252198987268096',RT @ANI_news: Cracks appear in walls due to #NepalEarthquake in Kathmandu. http://t.co/kHyFBK1Qnn,infrastructure_and_utilities_damage,Cracks appear in walls
592648783172870144',"RT @sirdavidD: I am broken for the people of Nepal &amp; my friend Dan. Please send your prayers, thoughts, &amp; love to those who've lost. #RIPDa…",not_related_or_irrelevant,"RT @sirdavidD: I am broken for the people of Nepal &amp; my friend Dan. Please send your prayers, thoughts, &amp; love to those who've lost. #RIPDa…"
593117322514014209',#NepalEarthquake:List of places to get food &amp; shelter in #Kathmandu @dibang @NaghmaNDTV @kundadixit @toi_BhartiJ http://t.co/hSmZwrWy5b,rescue_volunteering_and_donation_effort,List of places to get food &amp; shelter in #Kathmandu 
592701147556802560',RT @LondonFire: 5 London Firefighters have been deployed to #Nepal as part of the #earthquake rescue effort http://t.co/0bMwue8LWP http://t…,rescue_volunteering_and_donation_effort,5 London Firefighters have been deployed to #Nepal as part of the #earthquake rescue effort 
592286018033745921',74 stranded Nepal tourists return to city in special flight http://t.co/ELvqmILuwx,affected_people_and_evacuations,74 stranded
592284022614560768',RT @Mahasplashers: Dunya News: Watch: Nepal Earthquake's Severity Captured In CCTV Footage.: http://t.co/tlPRHKgiiw,other_useful_information,Nepal Earthquake's Severity Captured In CCTV Footage
592283880230518784',"RT @RT_com: #NepalEarthquake: People running for open ground, no reports of casualties from latest quake http://t.co/9mXgqDZEWh http://t.co…",injured_or_dead_people,no reports of casualties
597724832265052160',"RT @UNICEF: #NepalEarthquake: 1.7m children are in desperate need of vital aid including clean water, shelter &amp; sanitation http://t.co/W3Um…",rescue_volunteering_and_donation_effort,"1.7m children are in desperate need of vital aid including clean water, shelter &amp; sanitation"
592090050805960704',RT @SirJadeja: More than 1500 people have already died in #NepalEarthquake This is a monstrous calamity. #PrayersForNepal,injured_or_dead_people,More than 1500 people have already died
592697092566556674',Somerville Couple Survives Nepal Earthquake http://t.co/oUOupCSTA2,affected_people_and_evacuations,Somerville Couple Survives
592139721721057280',RT @DarcyOliver2: Hey People Searching for any info on  My Brother Liam Oliver  in Nepal  and was traveling Chanje Dharpani - annapurna cir…,affected_people_and_evacuations,Searching for any info on My Brother Liam Oliver
592281919691292672',IAF airlifts Indians stuck in Nepal: http://t.co/Te8hFTgDHp,affected_people_and_evacuations,airlifts Indians stuck
593165958052761600',RT @USAID: We're providing an additional $9 million in assistance for the #NepalQuake emergency response: http://t.co/Zxf93LR2fT http://t.c…,rescue_volunteering_and_donation_effort,We're providing an additional $9 million in assistance for the #NepalQuake emergency response
592831399620702208',@carolineheldman You are amazing.  http://t.co/A82NajGnps,not_related_or_irrelevant,@carolineheldman You are amazing.  http://t.co/A82NajGnps
592137499322941440',Add hit songs to your videos - FREE APP TODAY! http://t.co/dJ1DKauKxf #Nepal,not_related_or_irrelevant,Add hit songs to your videos - FREE APP TODAY! http://t.co/dJ1DKauKxf #Nepal
592278150354116608',Earthquake Strikes India and Nepal Latest News Upd: http://t.co/zn6IWqueQV,other_useful_information,Earthquake Strikes India and Nepal Latest News
592261920788500480',"RT @ShakingEarth: Deadly earthquake Nepal - 2,083 fatalities so far - New quake may make additional victims New avalanches on Everest http:…",injured_or_dead_people,"2,083 fatalities so far"
593795218937249792',Woman pulled alive from wreckage after Nepal quake http://t.co/naL9B0pL7F #Nigeria #News,affected_people_and_evacuations,Woman pulled alive from wreckage
593187759491313665',RT @USEmbassyNepal: Here's a list of NGOs Responding to #NepalEarthquake http://t.co/FT3ctjpxT4 via @CIDIoutreach #WeStandwithNepal http://…,rescue_volunteering_and_donation_effort,a list of NGOs Responding to #NepalEarthquake
592406962643574784',"RT @WNTonight: Death toll in #NepalEarthquake rises past 2,100 as rescuers continue search for survivors: http://t.co/4pPpR7Vn68 http://t.c…",injured_or_dead_people,"Death toll in #NepalEarthquake rises past 2,100"
592284889854115840',RT @IndianExpress: From @RakeshSinhaIE who is stuck on Delhi runway as flights to Nepal grounded with #Kathmandu airport shut again http://…,infrastructure_and_utilities_damage,flights to Nepal grounded with #Kathmandu airport shut again
592160724371185664',RT @NepaliSalil: Today: the day the guardians of Kathmandu fell. 15th century king Pratap Malla's stone pillar. #NepalEarthquake http://t.c…,not_related_or_irrelevant,RT @NepaliSalil: Today: the day the guardians of Kathmandu fell. 15th century king Pratap Malla's stone pillar. #NepalEarthquake http://t.c…
592123596018946048',God Bless Nepal... let us pray for the victims of this tragedy. http://t.co/gBxTOfN9Bo,not_related_or_irrelevant,God Bless Nepal... let us pray for the victims of this tragedy. http://t.co/gBxTOfN9Bo
592610330729021440',RT @TimesNow: We have sent an inter-ministerial team to Nepal: HM Rajnath Singh in Lok Sabha #NepalEarthquake #IndiaWithNepal,rescue_volunteering_and_donation_effort,We have sent an inter-ministerial team to Nepal
591928412211576832',"479 dead as 7.8 quake hits Nepal, causing big damage: KATHMANDU, Nepal (AP) — A powerful earthqu... http://t.co/4z7dWPdZ0s #BreakingNews",injured_or_dead_people,479 dead
592648766169026561',RT @TelegraphNews: Mount Everest disaster: British woman escaped death by 'outrunning' avalanche http://t.co/wBfsDtA5pv http://t.co/7KMibjf…,affected_people_and_evacuations,British woman escaped death
592286781598371840',#NepalEarthquake : A C-17 Globemaster III aircraft carrying about 285 passengers to land at Palam,affected_people_and_evacuations,aircraft carrying about 285 passengers to land at Palam
592759443076587521',RT @TimesNow: National Helpline by National Disaster Management Authority for Nepal Earthquake open - Number: 011-1078 #NepalEarthquake,rescue_volunteering_and_donation_effort,National Helpline
591991339870355457',RT @ZaldeeInc: Please share Earthquake helpline numbers #NepalEarthquake #Nepal #earthquake @tinucherian http://t.co/A9pjsTGOWz,not_related_or_irrelevant,RT @ZaldeeInc: Please share Earthquake helpline numbers #NepalEarthquake #Nepal #earthquake @tinucherian http://t.co/A9pjsTGOWz
