text	label_p1	label_p2	rationale_label
RT @TranslatorsWB: Do you speak Nepalese or Bhasa? If so please join our crisis response team for Nepal earthquake. Email rebecca@translato…	not_related_or_irrelevant	not_related_or_irrelevant	do you speak nepalese or bhasa ? if so please join our crisis response team for nepal earthquake . email rebecca
RT @themercurycomau: Fantastic news for a Hobart woman who has received confirmation her younger sister is alive in Nepal. http://t.co/NqQR…	affected_people_and_evacuations	affected_people_and_evacuations	her younger sister is alive 
RT @Khalsa_Aid: #NepalQuakeRelief Our relief team will be on the ground in the next 2 hours to provide aid ὤF http://t.co/IM27yOXeen http://…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	our relief team will be on the ground in the next 2 hours to provide aid 
Asian countries search for citizens stranded in Nepal earthquake http://t.co/QHRlw2XCy2	affected_people_and_evacuations	affected_people_and_evacuations	asian countries search for citizens stranded 
"RT @tpcpcanada: Looking 4 Faye Kennedy (sister-in-law) 32y, 5\'5"", #Canadian hiker #Langtang Park #Kathmandu #Nepal #NepalEarthquake http://…"	affected_people_and_evacuations	affected_people_and_evacuations	looking 4 faye kennedy ( sister-in-law ) 32y , 5 \ ' 5 " " , #canadian hiker 
earthquake nepal	other_useful_information	other_useful_information	earthquake nepal
"RT @CBSDenver: #Nepal rocked by 6.7-magnitude aftershock: http://t.co/O09lsEW0dD  @AP: latest #earthquake death toll = 2,500."	injured_or_dead_people	injured_or_dead_people	death toll = 2,500 
RT @beinganamika: We are sending blankets for #NepalQuakeRelief from #Vadodara. Each blankets costs Rs.119/-. To contribute contact: 999802…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	we are sending blankets for #nepalquakerelief 
Top Stories: Major aftershock hits Nepal day after cataclysmic earthquake - CNN: Hindustan TimesMajor aftersho... http://t.co/61DbAvBPk0	other_useful_information	other_useful_information	major aftershock hits nepal 
"RT @washingtonpost: Death toll from Nepal quake exceeds 2,100 http://t.co/NsQi0f9CSe"	injured_or_dead_people	injured_or_dead_people	death toll from nepal quake exceeds 2,100
"RT @ILNewsFlash: #IDF search and rescue team, getting ready for tonight departure to Nepal.  #NepalEarthquake #Israel http://t.co/SddlcGaH3r"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	#idf search and rescue team , getting ready for tonight departure to nepal 
RT @abpnewstv: ABP News gives you top angle view of devastated Dharahara tower in Nepal\n\nWATCH HERE: http://t.co/UTy6IO6SBq http://t.co/jtK…	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	top angle view of devastated dharahara tower 
@ninadobrev @DirectRelief Help the people of Nepal. They need us.	not_related_or_irrelevant	not_related_or_irrelevant	help the people of nepal . they need us .
"Aftershocks would be felt in #Dhaka too, today and the next few days...#NepalEarthquake"	other_useful_information	other_useful_information	aftershocks would be felt in #dhaka too 
RT @BJPsudhanRSS: Everyone there was appreciating the Indian Government: MJ Akbar on being rescued from Nepal #earthquake http://t.co/Tss62…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	mj akbar on being rescued 
"CNN: Nepal earthquake: 'People are panicked, running down to street' http://t.co/iCNY8gXT7e"	affected_people_and_evacuations	affected_people_and_evacuations	' people are panicked , running down to street 
RT @Andreas_Juul: .@GaryLineker Support our #NepalEarthquake appeal here: http://t.co/ZHE1nViBN6 and help us build back better and safer sc…	not_related_or_irrelevant	not_related_or_irrelevant	. support our #nepalearthquake appeal here : and help us build back better and safer sc
RT @ShelterBoxUK: Happy birthday to our response volunteers Nicola Hinds &amp; @LizOdell who are in #Nepal helping after the #earthquake http:/…	not_related_or_irrelevant	not_related_or_irrelevant	happy birthday to our response volunteers nicola hinds & who are in #nepal helping after the #earthquake :/
"RSAF planes evacuate 89 S’poreans, PRs from Kathmandu | TODAYonline http://t.co/CnSbrRZnIU"	affected_people_and_evacuations	affected_people_and_evacuations	evacuate 89 sporeans , prs 
"RT @tumsoma: ""Original footage 7.9 Magnitude earthquake in Nepal 2015"" https://t.co/Laq5KAUtLm #NepalEarthquake #prayfornepal http://t.co/b…"	other_useful_information	other_useful_information	original footage 7.9 magnitude earthquake in nepal 2015 
"RT @BBCWorld: Nepal grappling with devastation after nearly 2,000 killed in worst earthquake in 80 years http://t.co/ntdXlqmmFA http://t.co…"	injured_or_dead_people	injured_or_dead_people	nearly 2,000 killed 
RT @ShakingEarth: Massive earthquake below Nepal - At least 174 fatalities so far (expect to rise further) - http://t.co/6zdFQouDqz http://…	injured_or_dead_people	injured_or_dead_people	at least 174 fatalities so far 
Watch Shocking: The first 18 minutes after quake hit Nepal  Click here to Watch --&gt;&gt; http://t.co/RVxKtoMnyM http://t.co/qJ3j3OL3KT ...#53	other_useful_information	other_useful_information	the first 18 minutes after quake hit nepal 
"RT @InfoMumbai: A famous nepalese tagline ""म मरे पनि मेरो देश बांची रहोस"" I'll die but my country will shine all over ὢA  #NepalEarthquake #…"	not_related_or_irrelevant	not_related_or_irrelevant	" rt : a famous nepalese tagline " " " " i 'll die but my country will shine all over a #nepalearthquake # "
"RT @ndtv: After Nepal earthquake, a pile of bodies and a lost world http://t.co/JMaU2SYycP http://t.co/T40SpgH7B7"	injured_or_dead_people	injured_or_dead_people	a pile of bodies 
So devastating the amount of deaths in Nepal due to the earthquakeὉ4ὢ5 #prayfornepal	injured_or_dead_people	injured_or_dead_people	the amount of deaths 
"@cnnbrk: Major aftershock magnitude 6.7 hits Nepal on Sunday, USGS says. http://t.co/5yJveoy00k/s/D7Gu #fb"	other_useful_information	other_useful_information	major aftershock magnitude 6.7 hits nepal 
RT @Faheemasays: My friend's bro #azharali n his friends #missing in #Nepal @SushmaSwaraj #NepalEarthquake #help #nayapul #tatopani http://…	affected_people_and_evacuations	affected_people_and_evacuations	my friend 's bro #azharali n his friends #missing 
Nepal Earthquake : Indian Tourist Families seeks Government help | T news #Telangana #TNews Video http://t.co/JawnW1yRs0	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	indian tourist families seeks government help 
‘Entire villages have been completely leveled:' Halifax man describes devastation in #Nepal via @JWongGlobalNews  http://t.co/llwtSCyocR	other_useful_information	other_useful_information	halifax man describes devastation in #nepal
Here's how you can help @M25M_org assist Nepal earthquake victims: http://t.co/XpjS1rPDF9	not_related_or_irrelevant	not_related_or_irrelevant	here 's how you can help assist nepal earthquake victims
Wow. That was one big earthquake in Nepal. :/	other_useful_information	other_useful_information	that was one big earthquake in nepal 
"Frantic search for Nepal quake survivors as toll tops 2,000 http://t.co/mHfGP8UFSb"	injured_or_dead_people	injured_or_dead_people	toll tops 2,000
"Nobody In Nepal’s Airport Control Tower, Relief Materials Turned Away http://t.co/nmiIPbzLIC"	not_related_or_irrelevant	not_related_or_irrelevant	" nobody in nepals airport control tower , relief materials turned away "
RT @CAREAustralia: #NepalEarthquake: $144 can provide clean drinking water for 12 families. Please donate now: http://t.co/KTUp2OPaIH http:…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	$ 144 can provide clean drinking water for 12 families 
"RT @RodaLarga: #BREAKING: &lt; 250 missing, maybe foreigners, after avalanche hits village in Rasuwa, #Nepal, a popular #trekking area http://…"	affected_people_and_evacuations	affected_people_and_evacuations	< 250 missing , maybe foreigners 
"RT @Kellenyoey: So proud that the Alpha Rho chapter of Sigma Pi was able to donate $1,000 today for the relief effort in #Nepal ."	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	alpha rho chapter of sigma pi was able to donate $ 1,000 today for the relief effort in #nepal 
RT @DDNewsLive: #BSNL and #MTNL decide to charge local rates for calls made to Nepal for next three days	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	#bsnl and #mtnl decide to charge local rates for calls made to nepal 
"RT @Nepal_RR: Kathmandu exodus may reach 300,000 as residents flee post-earthquake chaos http://t.co/1NYc4z7FVL"	affected_people_and_evacuations	affected_people_and_evacuations	kathmandu exodus may reach 300,000 as residents flee 
The number of #Australians feared missing after #NepalEarthquake is growing. 66 names are on The Red Cross's Family Links website.	affected_people_and_evacuations	affected_people_and_evacuations	the number of #australians feared missing  _sep_exp_token_ #nepalearthquake is growing 
Science&amp;Environmen: Nepal quake 'followed historic pattern': Nepal's devastating Magnitude 7.8 earthquake on S... http://t.co/rFR8TQNrEn	other_useful_information	other_useful_information	nepal quake ' followed historic pattern '  _sep_exp_token_ nepal 's devastating magnitude 7.8 earthquake 
Quake deals heavy blow to Nepal's rich cultural heritage http://t.co/Vqzb6wey6n http://t.co/Tt33YcFRIp	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	heavy blow to nepal 's rich cultural heritage
"Villages Near Nepal Earthquakes Epicenter are Desperate: Five hours by car from Kathmandu, then by foot for several miles past the sp..."	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	villages near nepal earthquakes epicenter are desperate 
God Bless Nepal... let us pray for the victims of this tragedy. http://t.co/gBxTOfN9Bo	not_related_or_irrelevant	not_related_or_irrelevant	god bless nepal ... let us pray for the victims of this tragedy .
"RT @IvanCNN: Constant stream of Hindu cremation funerals in Kathmandu. ""95% of them are victims,"" worker tells me  #Nepalquake http://t.co/…"	injured_or_dead_people	injured_or_dead_people	constant stream of hindu cremation funerals 
"#MSGHelpEarthquakeVictims\nPeople clear rubble in Kathmandu’s\nDurbar Square, a UNESCO World\nHeritage Site that was severely damaged."	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	a unesco world heritage site that was severely damaged 
"RT @preciousmm9397: [Special Event for BamBam's Birthday 2015/5/2] Dear,Kunpimook Bhuwakul has Donated for #NepalEarthquake with @UNICEF ht…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	kunpimook bhuwakul has donated for #nepalearthquake 
RT @DarcyOliver2: Hey People Searching for any info on  My Brother Liam Oliver  in Nepal  and was traveling Chanje Dharpani - annapurna cir…	affected_people_and_evacuations	affected_people_and_evacuations	searching for any info on my brother liam oliver 
"RT @Tearfund: Urgent medical treatment, food &amp; water are being provided by @Tearfund partners to survivors of the #NepalQuake http://t.co/R…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	urgent medical treatment , food & water are being provided by partners 
MT @IanOxfam: #NepalEarthquake @oxfamgb team arrived in Kathmandu after wait due to airport being closed following powerful aftershock	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	due to airport being closed 
"6.6 million people affected in Nepal earthquake, says UN: The quake and the ensuing aftershocks triggered aval... http://t.co/oTcN2oet0a"	affected_people_and_evacuations	affected_people_and_evacuations	6.6 million people affected 
RT @MelikaJinLA: Looking for my brother and his wife in #Nepal.Mt Everest bcamp.Any info helpful. PJ&amp;Neda Jahangiri.#NepalEarthquake http:/…	affected_people_and_evacuations	affected_people_and_evacuations	looking for my brother and his wife 
RT @Mahasplashers: Dunya News: Watch: Nepal Earthquake's Severity Captured In CCTV Footage.: http://t.co/tlPRHKgiiw	other_useful_information	other_useful_information	nepal earthquake 's severity captured in cctv footage
RT @JohnKerry: Just announced U.S. Is providing an additional $9 million for #NepalEarthquake response and recovery efforts. #WeStandwithNe…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	u . s . is providing an additional $ 9 million for #nepalearthquake response and recovery efforts 
RT @thekinshu: Pray for Gaza went on for 4 days in India while not a whimper of help for Hindus suffering from #Earthquake in Nepal. http:/…	not_related_or_irrelevant	not_related_or_irrelevant	pray for gaza 
"New: Nepal earthquake: death toll climbs past 4,000 with many more missing – rolling report http://t.co/AeHxWbQ8J1 #follow Go to … world_…"	injured_or_dead_people	injured_or_dead_people	death toll climbs past 4,000 
"RT @drsanjaygupta: some of the most common injuries are crush injuries, fractures &amp; brain/spine injuries. #nepalquake @cnn #kathmandu http:…"	injured_or_dead_people	injured_or_dead_people	some of the most common injuries are crush injuries , fractures & brain / spine injuries 
"Death toll in Nepal quake now up to 2,100. Update just ahead"	injured_or_dead_people	injured_or_dead_people	death toll in nepal quake now up to 2,100 
"RT @juellsy: #coinsforaustralia send all ur coins Aus has unconditionally given u &amp; send 2 Nepal, u may claim legal right 2 kill but ur r e…"	not_related_or_irrelevant	not_related_or_irrelevant	" rt : #coinsforaustralia send all ur coins aus has unconditionally given u & send 2 nepal , u may claim legal right 2 kill but ur r e "
Very sad moment for NEPAL preying for them ......god save them	not_related_or_irrelevant	not_related_or_irrelevant	very sad moment for nepal preying for them ... god save them
The first C103J Hercules lifter laden with relief team lands in Nepal B4 PM Modi tweets about the disaster.SaluteTheForces #ThankYouPM	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	the first c103j hercules lifter laden with relief team lands in nepal 
RT @AFP: #BREAKING At least 114 killed in Nepal earthquake: home ministry	injured_or_dead_people	injured_or_dead_people	at least 114 killed 
I just donated to support the Nepal earthquake survivors and hope you will too! #SupportNepal http://t.co/aHc9RqIoLj	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	i just donated to support the nepal earthquake survivors 
RT @NEoCOfficial: Helicopter Mobilization Detail(Today): 1 for Okhaldhunga; Purpose: Relief Material Distribution	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	helicopter mobilization detail  _sep_exp_token_ relief material distribution
"Also... RT @nytimes: Villages near Nepal earthquake’s epicenter are desperate as death toll tops 4,000 http://t.co/NRibWSHEJA"	injured_or_dead_people	injured_or_dead_people	death toll tops 4,000
RT @PDChina: A 62-member China Int'l Search &amp; Rescue Team left for Nepal on Sunday for humanitarian rescue following an M8.1 quake http://t…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	a 62 - member china int'l search & rescue team left for nepal  _sep_exp_token_ for humanitarian rescue 
RT @UN: One way to help: @WFP appeals for funds to help survivors of the #NepalQuake. To donate: http://t.co/Lr56mwklKh http://t.co/h2Lm4gO…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	appeals for funds to help survivors 
"RT @cctvnews: #BREAKING #UPDATE Death toll of #NepalEarthquake updated to 1,832, says Nepal’s home ministry. http://t.co/0eLHRaTdLs"	injured_or_dead_people	injured_or_dead_people	death toll of #nepalearthquake updated to 1,832 , 
"RT @cnnbrk: Google executive Dan Fredinburg among those killed\non Mount Everest, expedition company says. #NepalQuake http://t.co/CaaLOYg9f2"	injured_or_dead_people	injured_or_dead_people	google executive dan fredinburg among those killed 
RT @lifecaredotbz: Feeling sad for the beautiful people of Nepal. I pray that they will stay strong and get through this. #NepalEarthquake	not_related_or_irrelevant	not_related_or_irrelevant	feeling sad for the beautiful people of nepal . i pray that they will stay strong and get through this . #nepalearthquake
"India's Under-14 girls football team, which has five women footballers from #Odisha, returns to Delhi from earthquake-affected Kathmandu"	affected_people_and_evacuations	affected_people_and_evacuations	india 's under - 14 girls football team , which has five women footballers from #odisha , returns to delhi 
"FastCompany: RT harrymccracken: A first-person report from Nepal by sandoNET, who's in Kathmandu. … http://t.co/8We2HTjLsb"	not_related_or_irrelevant	not_related_or_irrelevant	" fastcompany : rt harrymccracken : a first-person report from nepal by sandonet , who 's in kathmandu . "
"Rescue attempts continued Tuesday near the epicenter of the weekend earthquake in #Nepal that killed more than 4,400. http://t.co/z7D54RpPws"	injured_or_dead_people	injured_or_dead_people	killed more than 4,400 
RT @TheWorldStories: People try to free a man from the rubble of a destroyed building after 7.9 magnitude earthquake in Nepal http://t.co/N…	affected_people_and_evacuations	affected_people_and_evacuations	try to free a man from the rubble 
"Aircraft taking of from Sthlm this morning to Nepal w tents, medical, food, water etc #teliasonera #ncell #nepal http://t.co/8X2R6w89kN"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	aircraft taking of from sthlm this morning to nepal w tents , medical , food , water etc 
"Nepal’s Dharahara #Tower destroyed, killing dozens: Buried beneath the rubble were so many… http://t.co/41VJCdjsou"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	nepals dharahara #tower destroyed 
Nepal Earthquake Disaster http://t.co/qw4akmcQDo via @gofundme	other_useful_information	other_useful_information	nepal earthquake disaster
@richardbranson 15 children still missing from Aus charity Forget Me Not after #nepalquake Donate/retweet to help: http://t.co/LmpftdbqDT	affected_people_and_evacuations	affected_people_and_evacuations	15 children still missing 
RT @HMOIndia: We asked states bordering Nepal to send buses to evacuate people. I am thankful to Bihar UP &amp; other state governments for pro…	affected_people_and_evacuations	affected_people_and_evacuations	to evacuate people 
Thanks for tuning in! We'll be right back with updates on  the #NepalEarthquake	not_related_or_irrelevant	not_related_or_irrelevant	thanks for tuning in ! we 'll be right back with updates on the #nepalearthquake
RT @unicefireland: Almost 1 million children need help in Nepal after the 7.8 earthquake. Please text ‘CHILD’ to 50300 to donate €4 now. ht…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	almost 1 million children need help 
RT @sue_amandasue: My sister left Pokhara on Wednesday for Kathmandu. Please help us find her @BritishRedCross http://t.co/ItJMZLpDdG http:…	affected_people_and_evacuations	affected_people_and_evacuations	my sister left pokhara on wednesday for kathmandu  _sep_exp_token_ us find her
"RT @cnni: BREAKING: Death toll in #Nepal after #earthquake stands at 597, spokesman for Nepal's Ministry of Home Affairs says. http://t.co/…"	injured_or_dead_people	injured_or_dead_people	death toll in #nepal after #earthquake stands at 597 , 
RT @UNOCHA: Latest #data on the #Nepal Earthquake can be found on HDX: https://t.co/zlszm6Npty. #NepalQuake @humdata	other_useful_information	other_useful_information	latest #data on the #nepal earthquake 
FOUR US DEAD IN NEPAL US ‘artists tour’ believed stranded along roadway http://t.co/eUeMFyHOjC	injured_or_dead_people	injured_or_dead_people	four us dead 
#Nepal #Steps up #Rescue #Effort #Amid #Global aid #Rush  http://t.co/8sun8yLV2d http://t.co/TONAyBSXmK	not_related_or_irrelevant	not_related_or_irrelevant	#nepal #steps up #rescue #effort #amid #global aid #rush
"RT @ScotGovFM: FM @NicolaSturgeon announces £250,000 @scotgov donation for the @decappeal #NepalQuake http://t.co/b2PJwdVtLf"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	fm announces 250,000 donation 
"RT @sosweet196: Whole of India was sending relief to Pakistan after floods,why don't U ask all what they are doing now for nepal instead of…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	whole of india was sending relief to pakistan 
RT @johnspatricc: » http://t.co/2bOut6UStL Nepal Earthquake Death Toll Tops 3700 #Nepalearthquake 405 http://t.co/oODcrhhuQs	injured_or_dead_people	injured_or_dead_people	death toll tops 3700 
"RT @OCHAAsiaPac: #NepalQuake Infographic: The numbers you need to know (26 April, 7:00pm) - http://t.co/NR6LOSAcHS http://t.co/QRLDSo20fo"	not_related_or_irrelevant	other_useful_information	#nepalquake infographic : the numbers you need to know ( 26 april , 7:00 pm ) 
"Devastation, obliteration from Nepal earthquake LATEST: A major aftershock with an initial http://t.co/INMXI0CwyD"	other_useful_information	other_useful_information	devastation , obliteration from nepal earthquake latest 
RT @Narendra_IRTS: #NepalEarthquake Indian Railways is supplying Railneer bottles everyday @WakeMe_Up @hinduismglance @WeAreMumbai http://t…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	indian railways is supplying railneer bottles everyday
"RT @NehaPoonia: #NepalQuake- damage from the 7.9 quake is extensive, Kathmandu Airport shuts down ops till further notice @ibnlive"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	damage from the 7.9 quake is extensive , kathmandu airport shuts down ops 
"RT @BBCBreaking: #NepalEarthquake latest http://t.co/hTcl4Kv0M5  - 3,617 killed - 6,515 injured - Totals ""set to rise"" - Huge damage http:/…"	injured_or_dead_people	injured_or_dead_people	3,617 killed - 6,515 injured 
"So Baltimore Riots and 4,000+ people died in Nepal today..."	injured_or_dead_people	injured_or_dead_people	4,000+ people died 
RT @alfonslopeztena: Destroyed Nepal's Heritage\n#KathmanduEarthquake http://t.co/Vkr0yvmcZD	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	destroyed nepal 's heritage
"RT @jetairways: #TravelUpdate: Diverted flight 9W 266 will now be operating from Lucknow to Kathmandu via Delhi. ETD at Lucknow- 1730, ETA …"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	diverted flight 9w 266 will now be operating from lucknow to kathmandu 
"RT @UNICEF: #NepalEarthquake: 1.7m children are in desperate need of vital aid including clean water, shelter &amp; sanitation http://t.co/W3Um…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	1.7 m children are in desperate need of vital aid including clean water , shelter & sanitation
"@nakhon224 #NepalEarthquake Need Humanitarian Aid, Rescue operation, Medical assistance"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	need humanitarian aid , rescue operation , medical assistance
Dharhara tower and renowned Darbar Square in the heart of the capital is now rubble http://t.co/xHMPUdyuBV …	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	dharhara tower and renowned darbar square in the heart of the capital is now rubble
"If you think Israel's Nepal aid is ""hasbara,"" you're missing a critical fact about Israel: it doesn't care about you https://t.co/b6S3Ozb4DG"	not_related_or_irrelevant	not_related_or_irrelevant	" if you think israel 's nepal aid is " " hasbara , " " you 're missing a critical fact about israel : it does n't care about you "
RT @edinspotlight: Nepal fundraiser on tomorrow ALL DAY at the Gurkha Cafe on Cockburn Street #Edinburgh http://t.co/Ofb9n2dEUX	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	nepal fundraiser 
"Photoset: huffingtonpost: Huge Earthquake Kills Hundreds In Nepal, Triggers Everest Avalanche A 7.9... http://t.co/KIj3SxXphb"	injured_or_dead_people	injured_or_dead_people	kills hundreds 
#NepalQuake #tips: Stay out of damaged buildings. Watch out 4 fallen power lines or broken gas lines &amp; stay out of damaged areas #commisaid	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	stay out of damaged buildings . watch out 4 fallen power lines or broken gas lines  _sep_exp_token_ stay out of damaged areas
RT @kathmandupost: Aftershock continues. An earthquake with magnitude 6.7 occurred near #Kathmandu. #NepalQuake	other_useful_information	other_useful_information	aftershock continues . an earthquake with magnitude 6.7 occurred near #kathmandu 
Israel evacuates surrogate-born babies and Israeli parents from Nepal See More:http://t.co/ltjN9QqZaJ #world #news #… http://t.co/8XHEQvgakw	affected_people_and_evacuations	affected_people_and_evacuations	evacuates surrogate-born babies and israeli parents 
"RT @ermamaw: Stay strong, must be better more than this #PrayForNepal http://t.co/RvinShNJwQ"	not_related_or_irrelevant	not_related_or_irrelevant	" rt : stay strong , must be better more than this #prayfornepal "
Landslide fears after Nepal quakes http://t.co/Vk9b5nyUQM	other_useful_information	other_useful_information	landslide fears after nepal quakes
#The Latest on #Nepal Quake Foreign Tourists out in the Cold  http://t.co/qXH2aUQaLy #GMT #military	affected_people_and_evacuations	affected_people_and_evacuations	foreign tourists out in the cold 
Nepal earthquake: Amanda Holden's sister escapes Everest avalanche http://t.co/GvAc9rLxJJ	affected_people_and_evacuations	affected_people_and_evacuations	amanda holden 's sister escapes everest avalanche
"@eoiktmnp Many Indian students of Manipal Medical College, stuck in Pokhra, no cntct with Embassy, please help them #NepalEarthquake"	affected_people_and_evacuations	affected_people_and_evacuations	many indian students of manipal medical college , stuck 
"RT @umarket: If you want to truly help Nepal, don’t rush there now. Solid post in @guardian about how best to support Nepal now:  http://t.…"	not_related_or_irrelevant	not_related_or_irrelevant	" rt : if you want to truly help nepal , dont rush there now . solid post in about how best to support nepal now : . "
RT @BBCSanjoyM: Kathmandu dotted with camp sites as more and more people sleep outdoors #NepalEarthquake	affected_people_and_evacuations	affected_people_and_evacuations	more and more people sleep outdoors
RT @DeafwayCEO: Just heard that Sindhuli school is fine. Now only waiting to hear about Gorkha school. http://t.co/jfPiFnLIzl	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	sindhuli school is fine 
RT @rahulkanwal: RSS' 2nd senior most functionary Dattatreya Hosable personally supervising relief operations in Kathmandu. http://t.co/cvQ…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	rss ' 2nd senior most functionary dattatreya hosable personally supervising relief operations in kathmandu
RT @jkrizanek: Stibo Systems Supporting Victims of #Nepal Earthquake http://t.co/6SP6wnRLcX @charitywater	not_related_or_irrelevant	not_related_or_irrelevant	stibo systems supporting victims of #nepal earthquake
"RT @MtEverest_: Nepal Quake: 8 Singaporeans in Nepal, including Mount Everest team, known to ... - The Straits Times: The Stra... http://t.…"	affected_people_and_evacuations	affected_people_and_evacuations	8 singaporeans in nepal , including mount everest team , known to 
Live aftershock and work description to .@ActionAidItalia in #nepal http://t.co/uEpClDeam3	other_useful_information	other_useful_information	live aftershock and work description 
"Fearing for Families After Nepal Quake, Thousands Return to Isolated Villages: Across the countryside outside ... http://t.co/HveArg4MuS"	affected_people_and_evacuations	affected_people_and_evacuations	thousands return to isolated villages 
Four Hongkongers missing after Nepal earthquake found safe and well - South China Morning Post (subscription) http://t.co/dFhobdq2Er #hon…	affected_people_and_evacuations	affected_people_and_evacuations	four hongkongers missing after nepal earthquake found safe and well 
MukeshSinghani5: RT rachelhunterx: Ὁ4 love thoughts &amp; Prayers #nepal Heartbreaking http://t.co/VkjsAurAic	not_related_or_irrelevant	not_related_or_irrelevant	mukeshsinghani 5 : rt rachelhunterx : 4 love thoughts & prayers #nepal heartbreaking
"RT @ymi_today: Lord, please shower your love, comfort and protection on those in Nepal through this difficult period. #PrayForNepal http://…"	not_related_or_irrelevant	not_related_or_irrelevant	rt : lord , please shower your love , comfort and protection on those in nepal through this difficult period . #prayfornepal  _sep_exp_token_ / "
#TeamYamita Reporter's Notebook: Grace and Hope Found Amid the Destruction of Nepal Quake:... http://t.co/mXf3N4LkQh Unete A #TeamYamita	not_related_or_irrelevant	not_related_or_irrelevant	grace and hope found amid the destruction of nepal quake 
happy RT @TimesNow: Nepal earthquake update: http://t.co/vVHT6aHQ5d https://t.co/AN9zM0mfyf http://t.co/T7VbZ3EaCA	other_useful_information	other_useful_information	nepal earthquake update
RT @euronews: An aftershock measuring 6.7 magnitude hits Nepal shaking buildings and triggering an avalanche in the Himalayas http://t.co/L…	other_useful_information	other_useful_information	an aftershock measuring 6.7 magnitude hits nepal 
Heritage temples destroyed.\nEntire streets damaged.\nOver 2000 deaths already.\n\n#NepalEarthquake http://t.co/KSOmW68NLS	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	heritage temples destroyed . entire streets damaged 
"4000+ people dead from the earthquake in Nepal and we have people looting CVS in America.   Hello handbasket...wait, where are we going?"	injured_or_dead_people	injured_or_dead_people	4000 + people dead 
Eighteen players of India U-14 girls football team stuck in Nepal post earthquake mayhem: The scared Indian gi... http://t.co/m1igb604Fw	affected_people_and_evacuations	affected_people_and_evacuations	eighteen players of india u - 14 girls football team stuck 
Powerful Earthquake Kills Hundreds In Nepal http://t.co/BayjIW7eFY	injured_or_dead_people	injured_or_dead_people	kills hundreds 
Update from @KTMLivingLabs from #Nepal for #NepalEarthquake: http://t.co/8TFqvfz0El. #SMS is live: Ncell: 9802017413 or NTC: 9860782874	other_useful_information	other_useful_information	update from from #nepal for #nepalearthquake 
"RT @BBCWorld: Hospitals in south-east Nepal ""already overwhelmed"" by #earthquake victims, says @PlanGlobal http://t.co/xmGtCc2QIL http://t.…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	hospitals in south-east nepal " " already overwhelmed " " 
Fresh 6.7 magnitude earthquake strikes Nepal; tremors across north\xa0India http://t.co/AnbeXV0YZ4	other_useful_information	other_useful_information	fresh 6.7 magnitude earthquake strikes nepal ; tremors across north \ xa0india
RT @W7VOA: .@kathmandupost: 217 missing on or near #Everest http://t.co/zyZjx2vfJT #NepalQuake	affected_people_and_evacuations	affected_people_and_evacuations	217 missing 
RT @ExSecular: My Nepali frnd here is collecting clothes to send to Nepal says they like @narendramodi V much &amp; want him to rule Nepal #Nep…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	my nepali frnd here is collecting clothes to send to nepal 
